data_inizio, data_fine, tipologia, id_giocatore
2018-04-09,2018-07-08,trimestrale,596980
2022-06-19,2022-09-17,trimestrale,590023
2022-02-11,2023-02-11,annuale,559279
2022-10-19,2023-10-19,annuale,589922
2021-04-07,2022-04-07,annuale,565313
2021-11-17,2021-12-17,mensile,462004
2022-12-04,2023-12-04,annuale,448842
2018-12-20,2019-12-20,annuale,537402
2021-11-22,2022-02-20,trimestrale,483654
2018-03-21,2019-03-21,annuale,457038
2021-07-14,2022-07-14,annuale,428050
2022-06-26,2022-09-24,trimestrale,421927
2020-08-28,2020-11-26,trimestrale,539669
2020-03-23,2021-03-23,annuale,447047
2018-12-21,2019-03-21,trimestrale,426714
2018-04-22,2018-05-22,mensile,435207
2022-08-10,2022-11-08,trimestrale,410397
2022-06-08,2022-09-06,trimestrale,451802
2022-01-02,2022-04-02,trimestrale,439212
2021-08-23,2021-09-22,mensile,577732
2019-01-14,2020-01-14,annuale,519717
2022-11-11,2023-02-09,trimestrale,413436
2021-11-10,2022-11-10,annuale,518496
2020-07-06,2021-07-06,annuale,417855
2018-08-08,2018-09-07,mensile,438308
2022-03-13,2022-06-11,trimestrale,503029
2021-04-25,2022-04-25,annuale,571243
2018-06-30,2018-07-30,mensile,457921
2020-01-19,2020-02-18,mensile,436015
2019-11-09,2020-11-08,annuale,412846
2020-05-16,2020-08-14,trimestrale,473845
2022-02-09,2022-05-10,trimestrale,520896
2020-08-29,2020-09-28,mensile,417520
2021-12-01,2022-03-01,trimestrale,403444
2018-11-26,2019-02-24,trimestrale,490015
2020-12-26,2021-03-26,trimestrale,436944
2020-10-24,2020-11-23,mensile,591131
2020-12-08,2021-03-08,trimestrale,410352
2018-08-05,2019-08-05,annuale,593896
2021-04-03,2021-05-03,mensile,437787
2021-12-08,2022-12-08,annuale,432793
2019-01-31,2019-05-01,trimestrale,473849
2022-09-29,2022-12-28,trimestrale,522718
2019-09-11,2019-10-11,mensile,475412
2021-01-22,2022-01-22,annuale,406324
2019-04-06,2020-04-05,annuale,495456
2020-07-15,2021-07-15,annuale,472873
2020-02-28,2020-05-28,trimestrale,538367
2021-04-04,2021-07-03,trimestrale,582764
2021-07-04,2021-10-02,trimestrale,470441
2021-07-17,2022-07-17,annuale,497630
2018-09-29,2018-12-28,trimestrale,519767
2018-07-30,2019-07-30,annuale,402991
2020-10-01,2021-10-01,annuale,537790
2021-09-20,2021-12-19,trimestrale,548366
2022-11-05,2023-02-03,trimestrale,591660
2020-03-05,2020-04-04,mensile,576782
2018-02-17,2018-05-18,trimestrale,417689
2018-06-27,2019-06-27,annuale,421105
2022-09-06,2022-10-06,mensile,432931
2023-01-10,2023-04-10,trimestrale,509813
2019-07-23,2020-07-22,annuale,579920
2022-10-21,2022-11-20,mensile,593154
2022-02-06,2022-03-08,mensile,558348
2020-01-31,2020-04-30,trimestrale,545944
2018-04-25,2018-07-24,trimestrale,567315
2021-09-20,2021-12-19,trimestrale,493462
2020-09-18,2020-10-18,mensile,417844
2018-09-16,2018-12-15,trimestrale,444172
2020-06-21,2020-09-19,trimestrale,486193
2020-10-16,2021-10-16,annuale,584776
2019-08-14,2019-09-13,mensile,525305
2021-06-22,2021-07-22,mensile,567575
2018-09-29,2018-12-28,trimestrale,545774
2020-05-21,2021-05-21,annuale,425279
2020-11-24,2021-02-22,trimestrale,575746
2021-09-19,2022-09-19,annuale,524393
2019-10-11,2020-10-10,annuale,498155
2022-11-17,2023-11-17,annuale,421126
2019-09-14,2019-12-13,trimestrale,405482
2020-04-18,2021-04-18,annuale,515676
2020-11-22,2020-12-22,mensile,520326
2022-12-14,2023-12-14,annuale,492510
2022-02-19,2022-03-21,mensile,511418
2020-06-21,2020-09-19,trimestrale,428032
2022-06-15,2022-07-15,mensile,503894
2022-02-11,2022-05-12,trimestrale,485014
2023-01-08,2023-02-07,mensile,452571
2022-06-20,2023-06-20,annuale,419784
2019-01-13,2020-01-13,annuale,472518
2018-11-24,2019-11-24,annuale,600390
2022-06-09,2022-09-07,trimestrale,539926
2019-08-09,2020-08-08,annuale,489304
2020-02-07,2020-03-08,mensile,599006
2018-12-09,2019-01-08,mensile,532338
2020-08-23,2020-09-22,mensile,458742
2020-10-27,2020-11-26,mensile,538401
2018-06-04,2018-09-02,trimestrale,536512
2020-04-02,2020-07-01,trimestrale,593644
2022-10-13,2023-10-13,annuale,550153
2020-10-12,2021-01-10,trimestrale,471525
2022-10-11,2023-01-09,trimestrale,447864
2019-10-01,2019-12-30,trimestrale,448769
2018-12-15,2019-01-14,mensile,412439
2020-10-24,2020-11-23,mensile,548344
2022-05-29,2022-06-28,mensile,428578
2020-07-17,2021-07-17,annuale,595948
2021-05-15,2022-05-15,annuale,510033
2021-10-30,2022-01-28,trimestrale,598675
2022-03-16,2023-03-16,annuale,477741
2022-07-25,2023-07-25,annuale,510121
2021-11-26,2021-12-26,mensile,489877
2021-01-19,2022-01-19,annuale,485297
2020-05-24,2021-05-24,annuale,440844
2018-11-16,2019-11-16,annuale,484986
2019-03-14,2020-03-13,annuale,495374
2022-10-29,2022-11-28,mensile,582229
2019-03-11,2019-06-09,trimestrale,403490
2019-03-16,2019-06-14,trimestrale,569862
2019-05-17,2019-06-16,mensile,512723
2018-09-27,2018-12-26,trimestrale,437267
2022-03-28,2023-03-28,annuale,442830
2020-06-13,2020-07-13,mensile,510596
2022-06-22,2022-07-22,mensile,426206
2019-05-28,2019-08-26,trimestrale,598926
2021-10-23,2022-10-23,annuale,533125
2019-09-30,2020-09-29,annuale,500818
2022-12-06,2023-01-05,mensile,445229
2022-02-02,2022-05-03,trimestrale,481668
2022-05-06,2022-08-04,trimestrale,510655
2020-03-09,2020-04-08,mensile,555666
2022-05-10,2022-06-09,mensile,448351
2020-05-22,2020-06-21,mensile,452009
2020-09-06,2020-10-06,mensile,593195
2019-11-29,2020-02-27,trimestrale,448015
2018-10-21,2019-01-19,trimestrale,569037
2022-09-19,2023-09-19,annuale,409490
2018-04-02,2019-04-02,annuale,454497
2020-05-11,2020-06-10,mensile,432769
2022-04-26,2022-05-26,mensile,416991
2021-02-24,2021-05-25,trimestrale,426937
2018-10-31,2019-10-31,annuale,468291
2023-01-08,2023-02-07,mensile,593260
2022-04-07,2023-04-07,annuale,573476
2019-08-28,2020-08-27,annuale,470782
2019-03-19,2019-04-18,mensile,462977
2021-08-17,2021-09-16,mensile,588384
2021-03-14,2021-04-13,mensile,469338
2019-09-24,2019-10-24,mensile,419235
2019-05-08,2020-05-07,annuale,571206
2022-08-06,2023-08-06,annuale,437993
2021-11-13,2022-11-13,annuale,491385
2018-04-30,2019-04-30,annuale,412823
2022-08-30,2023-08-30,annuale,466117
2022-01-30,2022-04-30,trimestrale,525808
2021-02-15,2021-05-16,trimestrale,407093
2020-12-19,2021-03-19,trimestrale,461796
2022-09-25,2022-10-25,mensile,579846
2020-01-15,2020-04-14,trimestrale,420226
2019-02-20,2019-05-21,trimestrale,409031
2020-07-05,2020-08-04,mensile,516173
2020-10-12,2021-10-12,annuale,543611
2018-09-02,2019-09-02,annuale,514162
2018-11-07,2019-02-05,trimestrale,512452
2019-03-10,2019-06-08,trimestrale,462117
2022-04-17,2023-04-17,annuale,592973
2021-12-13,2022-01-12,mensile,513727
2018-07-19,2018-10-17,trimestrale,406991
2020-12-29,2021-03-29,trimestrale,431871
2021-09-02,2022-09-02,annuale,472757
2022-12-15,2023-03-15,trimestrale,516787
2020-07-17,2021-07-17,annuale,482079
2019-12-04,2020-01-03,mensile,521075
2022-01-26,2022-04-26,trimestrale,484174
2018-12-17,2019-03-17,trimestrale,592402
2018-06-02,2019-06-02,annuale,545560
2022-02-11,2022-05-12,trimestrale,477439
2019-07-22,2019-10-20,trimestrale,562566
2019-12-11,2020-12-10,annuale,560262
2020-06-05,2020-09-03,trimestrale,499646
2020-04-18,2020-05-18,mensile,575062
2019-04-20,2019-05-20,mensile,554719
2020-08-04,2020-09-03,mensile,435793
2019-12-15,2020-03-14,trimestrale,505900
2020-12-21,2021-03-21,trimestrale,476291
2020-10-14,2020-11-13,mensile,422253
2022-09-29,2022-10-29,mensile,550214
2018-09-05,2019-09-05,annuale,453044
2022-02-25,2023-02-25,annuale,513924
2021-08-31,2021-11-29,trimestrale,507546
2018-11-10,2019-11-10,annuale,499264
2021-03-28,2022-03-28,annuale,474769
2022-12-11,2023-01-10,mensile,521471
2021-02-25,2021-03-27,mensile,436304
2020-08-06,2020-11-04,trimestrale,421425
2021-11-05,2021-12-05,mensile,465084
2019-01-04,2019-04-04,trimestrale,487804
2021-05-28,2021-06-27,mensile,480533
2020-07-06,2020-08-05,mensile,408726
2021-09-18,2021-12-17,trimestrale,453336
2021-06-16,2022-06-16,annuale,560144
2021-12-16,2022-12-16,annuale,421760
2018-10-31,2019-01-29,trimestrale,528943
2019-05-01,2019-05-31,mensile,479818
2019-05-03,2019-06-02,mensile,416125
2022-03-07,2022-06-05,trimestrale,410055
2020-04-13,2020-07-12,trimestrale,447765
2018-12-13,2019-01-12,mensile,530925
2022-01-03,2022-04-03,trimestrale,507832
2019-12-07,2020-03-06,trimestrale,421027
2021-02-18,2021-05-19,trimestrale,539829
2018-03-27,2019-03-27,annuale,413007
2019-07-08,2020-07-07,annuale,480041
2019-05-25,2019-06-24,mensile,496401
2018-10-13,2019-10-13,annuale,578855
2019-04-12,2019-07-11,trimestrale,576519
2021-06-08,2022-06-08,annuale,524877
2020-06-12,2021-06-12,annuale,416623
2020-11-11,2021-11-11,annuale,451070
2019-12-10,2020-12-09,annuale,598969
2022-07-07,2022-10-05,trimestrale,528115
2021-04-19,2021-07-18,trimestrale,563188
2021-03-23,2021-04-22,mensile,598193
2022-01-28,2022-04-28,trimestrale,591188
2019-02-05,2019-03-07,mensile,583596
2021-11-11,2022-11-11,annuale,518717
2022-05-12,2022-06-11,mensile,455594
2021-03-29,2021-04-28,mensile,591232
2018-03-27,2018-06-25,trimestrale,547870
2022-11-10,2023-11-10,annuale,420703
2020-10-22,2021-10-22,annuale,493845
2022-10-25,2023-01-23,trimestrale,530971
2019-01-27,2019-02-26,mensile,490296
2019-01-14,2020-01-14,annuale,489598
2020-02-18,2021-02-17,annuale,527912
2020-01-29,2021-01-28,annuale,471685
2019-12-22,2020-03-21,trimestrale,416448
2018-03-02,2018-05-31,trimestrale,598410
2020-09-23,2020-12-22,trimestrale,570953
2021-09-25,2021-12-24,trimestrale,499767
2019-09-04,2019-10-04,mensile,584410
2021-08-01,2022-08-01,annuale,409881
2020-09-08,2020-12-07,trimestrale,586195
2018-11-23,2019-02-21,trimestrale,489954
2022-01-11,2022-02-10,mensile,492246
2018-03-09,2018-06-07,trimestrale,469766
2022-04-10,2023-04-10,annuale,501227
2020-07-29,2020-10-27,trimestrale,474633
2022-05-18,2022-08-16,trimestrale,544578
2021-08-20,2021-09-19,mensile,483680
2018-08-15,2019-08-15,annuale,442819
2018-09-05,2018-10-05,mensile,457472
2019-12-17,2020-03-16,trimestrale,591943
2021-12-03,2022-12-03,annuale,442435
2020-08-13,2020-11-11,trimestrale,525438
2018-05-29,2019-05-29,annuale,443755
2019-12-11,2020-12-10,annuale,559095
2020-07-25,2021-07-25,annuale,555241
2019-12-23,2020-03-22,trimestrale,436859
2022-02-22,2022-05-23,trimestrale,553715
2018-05-02,2019-05-02,annuale,559281
2020-09-22,2021-09-22,annuale,556305
2020-04-28,2020-07-27,trimestrale,422467
2018-05-03,2018-08-01,trimestrale,423388
2020-01-11,2020-04-10,trimestrale,543332
2019-04-10,2019-05-10,mensile,449437
2021-06-08,2021-09-06,trimestrale,480913
2020-11-05,2021-02-03,trimestrale,444563
2018-06-08,2019-06-08,annuale,553319
2020-07-26,2020-10-24,trimestrale,549757
2020-08-11,2020-11-09,trimestrale,594042
2018-05-13,2019-05-13,annuale,556753
2018-06-08,2018-07-08,mensile,553207
2019-01-12,2019-02-11,mensile,447795
2020-11-06,2020-12-06,mensile,595383
2019-08-09,2019-11-07,trimestrale,570311
2021-11-13,2022-11-13,annuale,442481
2021-12-17,2022-03-17,trimestrale,480493
2020-05-27,2020-08-25,trimestrale,532333
2018-08-12,2019-08-12,annuale,564988
2021-02-11,2021-03-13,mensile,544834
2021-10-12,2022-01-10,trimestrale,506441
2022-06-05,2023-06-05,annuale,577331
2021-08-20,2022-08-20,annuale,592505
2019-06-23,2020-06-22,annuale,580457
2022-03-08,2022-06-06,trimestrale,511346
2021-02-14,2021-03-16,mensile,448330
2022-12-28,2023-01-27,mensile,586190
2020-11-03,2021-11-03,annuale,517912
2021-12-13,2022-12-13,annuale,459321
2021-09-15,2021-10-15,mensile,580807
2021-08-13,2021-09-12,mensile,403327
2021-03-07,2022-03-07,annuale,580462
2019-07-09,2019-08-08,mensile,423278
2021-10-25,2021-11-24,mensile,566220
2021-12-11,2022-03-11,trimestrale,497816
2018-03-12,2018-04-11,mensile,428203
2022-11-14,2023-02-12,trimestrale,525614
2022-05-09,2023-05-09,annuale,525800
2018-10-18,2019-01-16,trimestrale,572126
2018-04-11,2018-07-10,trimestrale,566358
2019-05-02,2020-05-01,annuale,420377
2020-07-23,2021-07-23,annuale,496535
2018-09-06,2018-12-05,trimestrale,490754
2019-09-24,2019-12-23,trimestrale,589327
2018-04-16,2019-04-16,annuale,424254
2021-05-21,2021-06-20,mensile,503863
2021-05-11,2021-06-10,mensile,528660
2019-05-05,2020-05-04,annuale,469713
2020-10-29,2020-11-28,mensile,487546
2022-08-24,2022-09-23,mensile,402700
2018-07-01,2018-07-31,mensile,468044
2018-06-11,2019-06-11,annuale,469119
2019-10-17,2020-10-16,annuale,532742
2019-02-28,2019-05-29,trimestrale,459588
2018-04-30,2019-04-30,annuale,474856
2021-06-24,2021-09-22,trimestrale,554665
2020-10-19,2021-10-19,annuale,547930
2018-06-29,2019-06-29,annuale,532414
2022-11-19,2023-11-19,annuale,408903
2019-11-22,2020-11-21,annuale,515911
2019-05-06,2019-06-05,mensile,427361
2022-11-08,2023-11-08,annuale,494460
2018-04-21,2018-07-20,trimestrale,591105
2022-10-11,2023-10-11,annuale,427935
2019-06-20,2019-07-20,mensile,590870
2018-03-23,2019-03-23,annuale,545770
2022-11-11,2022-12-11,mensile,501824
2018-09-10,2019-09-10,annuale,562288
2022-05-03,2022-08-01,trimestrale,402456
2022-12-23,2023-01-22,mensile,600897
2021-02-23,2022-02-23,annuale,422322
2022-05-04,2022-08-02,trimestrale,545876
2021-04-27,2021-07-26,trimestrale,469375
2018-04-09,2019-04-09,annuale,465736
2020-07-22,2020-08-21,mensile,445048
2019-04-24,2020-04-23,annuale,401819
2021-06-30,2021-07-30,mensile,433239
2019-01-20,2019-02-19,mensile,557434
2018-07-30,2019-07-30,annuale,424248
2022-11-18,2023-11-18,annuale,570189
2023-01-08,2023-02-07,mensile,519529
2021-07-25,2021-10-23,trimestrale,475917
2020-05-19,2021-05-19,annuale,510502
2021-05-13,2021-06-12,mensile,525624
2020-04-17,2020-07-16,trimestrale,478478
2022-02-26,2023-02-26,annuale,434084
2022-04-26,2022-05-26,mensile,572317
2021-03-09,2022-03-09,annuale,457632
2018-08-08,2018-11-06,trimestrale,407485
2019-07-23,2019-08-22,mensile,583285
2021-09-26,2022-09-26,annuale,521200
2022-07-16,2022-10-14,trimestrale,499183
2020-06-06,2020-09-04,trimestrale,563341
2022-08-19,2022-11-17,trimestrale,543926
2022-06-25,2023-06-25,annuale,591201
2021-11-08,2021-12-08,mensile,556741
2019-10-31,2020-10-30,annuale,576608
2020-10-04,2021-01-02,trimestrale,542497
2019-10-18,2020-01-16,trimestrale,518924
2019-04-28,2019-07-27,trimestrale,593370
2020-04-18,2021-04-18,annuale,557020
2022-04-12,2023-04-12,annuale,471855
2020-06-06,2020-07-06,mensile,512547
2019-06-16,2019-07-16,mensile,453261
2019-06-16,2020-06-15,annuale,457050
2021-08-06,2021-09-05,mensile,460052
2020-09-06,2020-10-06,mensile,490066
2022-07-20,2022-10-18,trimestrale,455302
2022-06-21,2022-09-19,trimestrale,503556
2019-03-17,2019-06-15,trimestrale,433137
2018-12-24,2019-01-23,mensile,595737
2022-05-01,2022-07-30,trimestrale,410016
2018-05-06,2019-05-06,annuale,451715
2020-08-03,2020-11-01,trimestrale,557373
2018-04-04,2018-05-04,mensile,452761
2021-10-29,2021-11-28,mensile,580534
2022-10-29,2022-11-28,mensile,458197
2019-03-29,2019-04-28,mensile,411783
2018-08-26,2019-08-26,annuale,597569
2019-10-16,2020-01-14,trimestrale,426322
2022-12-20,2023-03-20,trimestrale,463606
2021-12-10,2022-01-09,mensile,409855
2018-12-30,2019-01-29,mensile,581441
2019-04-18,2019-05-18,mensile,401854
2018-08-10,2019-08-10,annuale,434298
2018-07-14,2018-08-13,mensile,598651
2018-11-21,2018-12-21,mensile,483556
2021-01-21,2021-04-21,trimestrale,417138
2018-07-02,2018-08-01,mensile,461282
2019-03-25,2019-04-24,mensile,571063
2020-12-04,2021-01-03,mensile,503167
2019-11-22,2019-12-22,mensile,524854
2022-09-26,2023-09-26,annuale,559925
2022-08-15,2023-08-15,annuale,510721
2022-05-04,2023-05-04,annuale,594152
2022-07-16,2023-07-16,annuale,412218
2022-03-07,2023-03-07,annuale,593361
2022-06-01,2022-07-01,mensile,561357
2018-11-12,2018-12-12,mensile,480647
2020-03-03,2020-04-02,mensile,584592
2022-01-18,2022-04-18,trimestrale,542165
2020-01-23,2021-01-22,annuale,557969
2022-08-28,2023-08-28,annuale,441088
2020-10-25,2021-01-23,trimestrale,576003
2018-08-04,2019-08-04,annuale,488995
2022-10-08,2023-10-08,annuale,594832
2021-01-04,2021-02-03,mensile,439735
2020-09-22,2021-09-22,annuale,525328
2018-10-04,2019-01-02,trimestrale,575842
2019-03-30,2019-06-28,trimestrale,538467
2020-02-16,2021-02-15,annuale,462212
2018-09-01,2018-11-30,trimestrale,497408
2021-06-17,2021-09-15,trimestrale,548586
2019-02-27,2019-05-28,trimestrale,426993
2021-02-25,2022-02-25,annuale,409805
2018-03-24,2019-03-24,annuale,473678
2022-01-16,2022-02-15,mensile,550672
2021-11-30,2022-02-28,trimestrale,515141
2020-10-22,2021-01-20,trimestrale,543588
2019-12-01,2020-11-30,annuale,408212
2022-10-27,2023-01-25,trimestrale,507911
2018-02-23,2018-05-24,trimestrale,550068
2022-05-08,2022-06-07,mensile,444521
2022-08-16,2022-09-15,mensile,551586
2023-01-10,2023-02-09,mensile,508923
2020-03-19,2020-06-17,trimestrale,497473
2022-04-05,2022-05-05,mensile,482169
2019-04-26,2020-04-25,annuale,585596
2019-03-10,2019-06-08,trimestrale,539585
2022-01-19,2022-02-18,mensile,582476
2022-08-27,2023-08-27,annuale,500211
2019-08-28,2020-08-27,annuale,556427
2022-05-23,2022-08-21,trimestrale,519330
2019-07-26,2020-07-25,annuale,421833
2021-01-17,2021-04-17,trimestrale,470780
2022-10-14,2022-11-13,mensile,590874
2022-03-03,2022-06-01,trimestrale,590027
2018-05-16,2019-05-16,annuale,440282
2021-03-01,2021-05-30,trimestrale,519931
2019-07-27,2019-10-25,trimestrale,534752
2021-05-18,2021-06-17,mensile,556803
2019-08-18,2019-11-16,trimestrale,521452
2018-11-08,2018-12-08,mensile,578220
2020-10-29,2021-01-27,trimestrale,544825
2020-04-08,2020-07-07,trimestrale,555340
2018-10-13,2018-11-12,mensile,599264
2021-06-23,2021-07-23,mensile,515380
2021-07-25,2021-08-24,mensile,515987
2018-08-18,2019-08-18,annuale,420806
2020-09-25,2021-09-25,annuale,542345
2018-07-03,2019-07-03,annuale,570715
2020-02-08,2021-02-07,annuale,506373
2020-08-19,2021-08-19,annuale,499486
2018-09-01,2018-10-01,mensile,488792
2019-11-05,2020-11-04,annuale,482216
2022-06-08,2023-06-08,annuale,443918
2019-05-05,2019-08-03,trimestrale,424540
2019-11-12,2020-02-10,trimestrale,514827
2020-03-01,2021-03-01,annuale,557511
2021-07-17,2021-08-16,mensile,457006
2019-12-20,2020-03-19,trimestrale,536172
2021-01-24,2022-01-24,annuale,454668
2018-12-18,2019-01-17,mensile,406548
2019-01-13,2020-01-13,annuale,551278
2019-07-07,2019-08-06,mensile,486422
2020-06-02,2020-08-31,trimestrale,412041
2020-01-10,2020-02-09,mensile,532497
2018-11-03,2018-12-03,mensile,520344
2023-01-06,2023-02-05,mensile,538109
2020-11-23,2020-12-23,mensile,588303
2019-01-08,2020-01-08,annuale,463580
2020-04-23,2020-07-22,trimestrale,540741
2022-06-12,2022-07-12,mensile,403846
2021-03-15,2022-03-15,annuale,446663
2020-12-21,2021-03-21,trimestrale,401734
2020-04-22,2021-04-22,annuale,442228
2022-08-09,2022-11-07,trimestrale,599604
2018-07-26,2018-10-24,trimestrale,416906
2020-06-24,2021-06-24,annuale,563042
2019-08-03,2020-08-02,annuale,500196
2021-05-04,2022-05-04,annuale,558835
2020-08-11,2021-08-11,annuale,420713
2019-06-18,2019-09-16,trimestrale,599175
2020-12-22,2021-12-22,annuale,438839
2021-05-01,2022-05-01,annuale,437603
2019-06-30,2019-09-28,trimestrale,555386
2018-12-30,2019-01-29,mensile,476815
2018-06-16,2018-09-14,trimestrale,491244
2019-01-14,2020-01-14,annuale,432643
2019-10-16,2020-10-15,annuale,578217
2019-04-28,2019-07-27,trimestrale,565421
2019-09-23,2020-09-22,annuale,432343
2018-10-24,2019-10-24,annuale,578167
2018-10-09,2019-01-07,trimestrale,467230
2020-12-15,2021-12-15,annuale,448904
2019-10-16,2019-11-15,mensile,559382
2019-12-21,2020-01-20,mensile,595367
2019-05-01,2019-07-30,trimestrale,499641
